lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,jnr_sm_id,lead_stage,call_done_date,call_status,call_reason,snr_sm_id,assigned_date,cycle,reason_for_no_intrest,language,watched_percentage,lead_status
USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,JNR1005MG,lead,1/17/2022,successful,demo_schedule,SNR502MG,1/15/2022,3,Cannot afford,Hindi,62.0,yet to convert
USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,JNR1005MG,lead,1/18/2022,successful,demo_not_attended,SNR502MG,1/15/2022,3,Cannot afford,Hindi,62.0,yet to convert
USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,JNR1005MG,awareness,1/18/2022,successful,post_demo_followup,SNR502MG,1/15/2022,3,Cannot afford,Hindi,62.0,yet to convert
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,lead,2/21/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,No time for student,not available,0.0,yet to convert
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,lead,2/23/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,No time for student,not available,0.0,yet to convert
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,lead,2/23/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,No time for student,not available,0.0,yet to convert
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,lead,2/23/2022,unsuccessful,demo_not_attended,SNR502MG,2/19/2022,4,No time for student,not available,0.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/22/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/22/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/23/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/23/2022,unsuccessful,demo_not_attended,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,awareness,2/23/2022,successful,post_demo_followup,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,consideration,2/23/2022,unsuccessful,interested_for_conversion,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,consideration,2/24/2022,successful,followup_for_conversion,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,consideration,2/23/2022,successful,interested_for_conversion,SNR502MG,2/19/2022,4,Will join in final year,English,63.0,yet to convert
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/23/2022,unsuccessful,lead_introduction,SNR502MG,2/19/2022,4,Student not interested in domain,English,81.0,yet to convert
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/24/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,Student not interested in domain,English,81.0,yet to convert
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/24/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,Student not interested in domain,English,81.0,yet to convert
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,lead,2/25/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,Student not interested in domain,English,81.0,yet to convert
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,awareness,2/25/2022,successful,post_demo_followup,SNR502MG,2/19/2022,4,Student not interested in domain,English,81.0,yet to convert
USR1099,20,FEMALE,Visakhapatnam,B.Tech,Business,website,JNR1005MG,lead,2/19/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1099,20,FEMALE,Visakhapatnam,B.Tech,Business,website,JNR1005MG,lead,2/19/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1099,20,FEMALE,Visakhapatnam,B.Tech,Business,website,JNR1005MG,lead,2/19/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,lead,2/19/2022,unsuccessful,lead_introduction,SNR502MG,2/19/2022,4,Cannot afford,not available,0.0,yet to convert
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,lead,2/20/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,Cannot afford,not available,0.0,yet to convert
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,lead,2/20/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,Cannot afford,not available,0.0,yet to convert
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,lead,2/20/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,Cannot afford,not available,0.0,yet to convert
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,lead,1/3/2022,successful,lead_introduction,SNR502MG,1/1/2022,1,Student not interested in domain,not available,0.0,yet to convert
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,lead,1/3/2022,successful,demo_schedule,SNR502MG,1/1/2022,1,Student not interested in domain,not available,0.0,yet to convert
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,lead,1/3/2022,successful,demo_not_attended,SNR502MG,1/1/2022,1,Student not interested in domain,not available,0.0,yet to convert
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,lead,1/3/2022,unsuccessful,demo_not_attended,SNR502MG,1/1/2022,1,Student not interested in domain,not available,0.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,lead,1/4/2022,successful,lead_introduction,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,lead,1/4/2022,successful,demo_schedule,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,lead,1/7/2022,successful,demo_not_attended,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,lead,1/7/2022,unsuccessful,demo_not_attended,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,awareness,1/7/2022,successful,post_demo_followup,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,consideration,1/7/2022,successful,interested_for_conversion,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,consideration,1/7/2022,successful,followup_for_conversion,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,yet to convert
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,conversion,1/7/2022,successful,successful_conversion,SNR502MG,1/1/2022,1,Shown Interest,English,83.0,converted
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,lead,1/1/2022,unsuccessful,lead_introduction,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,yet to convert
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,lead,1/1/2022,successful,lead_introduction,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,yet to convert
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,lead,1/1/2022,successful,demo_schedule,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,yet to convert
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,lead,1/1/2022,successful,demo_not_attended,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,yet to convert
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,awareness,1/1/2022,successful,post_demo_followup,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,yet to convert
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,consideration,1/1/2022,successful,interested_for_conversion,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,yet to convert
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,consideration,1/1/2022,successful,followup_for_conversion,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,yet to convert
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,conversion,1/1/2022,successful,successful_conversion,SNR502MG,1/1/2022,1,Shown Interest,Telugu,41.0,converted
USR1104,16,MALE,Mumbai,Intermediate,IT Employee,user_referrals,JNR1006MG,lead,1/2/2022,successful,lead_introduction,SNR502MG,1/1/2022,1,No time for student,not available,0.0,yet to convert
USR1104,16,MALE,Mumbai,Intermediate,IT Employee,user_referrals,JNR1006MG,lead,1/2/2022,successful,demo_schedule,SNR502MG,1/1/2022,1,No time for student,not available,0.0,yet to convert
USR1104,16,MALE,Mumbai,Intermediate,IT Employee,user_referrals,JNR1006MG,lead,1/2/2022,successful,demo_not_attended,SNR502MG,1/1/2022,1,No time for student,not available,0.0,yet to convert
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,lead,1/3/2022,unsuccessful,lead_introduction,SNR502MG,1/1/2022,1,Will join in final year,Hindi,86.0,yet to convert
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,lead,1/4/2022,successful,lead_introduction,SNR502MG,1/1/2022,1,Will join in final year,Hindi,86.0,yet to convert
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,lead,1/4/2022,successful,demo_schedule,SNR502MG,1/1/2022,1,Will join in final year,Hindi,86.0,yet to convert
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,lead,1/6/2022,successful,demo_not_attended,SNR502MG,1/1/2022,1,Will join in final year,Hindi,86.0,yet to convert
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,awareness,1/6/2022,successful,post_demo_followup,SNR502MG,1/1/2022,1,Will join in final year,Hindi,86.0,yet to convert
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,consideration,1/7/2022,successful,interested_for_conversion,SNR502MG,1/1/2022,1,Will join in final year,Hindi,86.0,yet to convert
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,awareness,1/6/2022,successful,followup_for_consideration,SNR502MG,1/1/2022,1,Will join in final year,Hindi,86.0,yet to convert
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,lead,1/8/2022,successful,lead_introduction,SNR502MG,1/8/2022,2,Wants offline classes,not available,0.0,yet to convert
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,lead,1/8/2022,successful,demo_schedule,SNR502MG,1/8/2022,2,Wants offline classes,not available,0.0,yet to convert
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,lead,1/8/2022,successful,demo_not_attended,SNR502MG,1/8/2022,2,Wants offline classes,not available,0.0,yet to convert
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,lead,1/8/2022,unsuccessful,demo_not_attended,SNR502MG,1/8/2022,2,Wants offline classes,not available,0.0,yet to convert
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,lead,1/8/2022,successful,lead_introduction,SNR502MG,1/8/2022,2,Will join in final year,English,25.0,yet to convert
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,lead,1/8/2022,successful,demo_schedule,SNR502MG,1/8/2022,2,Will join in final year,English,25.0,yet to convert
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,lead,1/10/2022,successful,demo_not_attended,SNR502MG,1/8/2022,2,Will join in final year,English,25.0,yet to convert
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,awareness,1/10/2022,successful,post_demo_followup,SNR502MG,1/8/2022,2,Will join in final year,English,25.0,yet to convert
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,consideration,1/10/2022,unsuccessful,interested_for_conversion,SNR502MG,1/8/2022,2,Will join in final year,English,25.0,yet to convert
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,consideration,1/10/2022,successful,interested_for_conversion,SNR502MG,1/8/2022,2,Will join in final year,English,25.0,yet to convert
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,consideration,1/10/2022,successful,followup_for_conversion,SNR502MG,1/8/2022,2,Will join in final year,English,25.0,yet to convert
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,lead,1/8/2022,unsuccessful,lead_introduction,SNR502MG,1/8/2022,2,Cannot afford,not available,0.0,yet to convert
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,lead,1/8/2022,successful,lead_introduction,SNR502MG,1/8/2022,2,Cannot afford,not available,0.0,yet to convert
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,lead,1/8/2022,successful,demo_schedule,SNR502MG,1/8/2022,2,Cannot afford,not available,0.0,yet to convert
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,lead,1/8/2022,successful,demo_not_attended,SNR502MG,1/8/2022,2,Cannot afford,not available,0.0,yet to convert
USR1109,20,MALE,Hyderabad,B.Tech,Lawyer,website,JNR1006MG,lead,1/8/2022,successful,lead_introduction,SNR502MG,1/8/2022,2,Student not interested in domain,not available,0.0,yet to convert
USR1109,20,MALE,Hyderabad,B.Tech,Lawyer,website,JNR1006MG,lead,1/8/2022,successful,demo_schedule,SNR502MG,1/8/2022,2,Student not interested in domain,not available,0.0,yet to convert
USR1109,20,MALE,Hyderabad,B.Tech,Lawyer,website,JNR1006MG,lead,1/8/2022,successful,demo_not_attended,SNR502MG,1/8/2022,2,Student not interested in domain,not available,0.0,yet to convert
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,lead,1/8/2022,unsuccessful,lead_introduction,SNR502MG,1/8/2022,2,No time for student,English,2.0,yet to convert
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,lead,1/9/2022,successful,lead_introduction,SNR502MG,1/8/2022,2,No time for student,English,2.0,yet to convert
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,lead,1/9/2022,successful,demo_schedule,SNR502MG,1/8/2022,2,No time for student,English,2.0,yet to convert
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,lead,1/14/2022,successful,demo_not_attended,SNR502MG,1/8/2022,2,No time for student,English,2.0,yet to convert
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,awareness,1/14/2022,successful,post_demo_followup,SNR502MG,1/8/2022,2,No time for student,English,2.0,yet to convert
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,lead,1/15/2022,successful,lead_introduction,SNR502MG,1/15/2022,3,Will join in final year,Telugu,3.0,yet to convert
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,lead,1/15/2022,successful,demo_schedule,SNR502MG,1/15/2022,3,Will join in final year,Telugu,3.0,yet to convert
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,lead,1/20/2022,successful,demo_not_attended,SNR502MG,1/15/2022,3,Will join in final year,Telugu,3.0,yet to convert
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,lead,1/20/2022,unsuccessful,demo_not_attended,SNR502MG,1/15/2022,3,Will join in final year,Telugu,3.0,yet to convert
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,awareness,1/20/2022,successful,post_demo_followup,SNR502MG,1/15/2022,3,Will join in final year,Telugu,3.0,yet to convert
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,consideration,1/20/2022,successful,interested_for_conversion,SNR502MG,1/15/2022,3,Will join in final year,Telugu,3.0,yet to convert
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,consideration,1/20/2022,successful,followup_for_conversion,SNR502MG,1/15/2022,3,Will join in final year,Telugu,3.0,yet to convert
USR1112,20,FEMALE,Visakhapatnam,B.Tech,Business,social_media,JNR1006MG,lead,1/15/2022,successful,lead_introduction,SNR502MG,1/15/2022,3,Shown Interest,Telugu,4.0,yet to convert
USR1112,20,FEMALE,Visakhapatnam,B.Tech,Business,social_media,JNR1006MG,lead,1/15/2022,successful,demo_schedule,SNR502MG,1/15/2022,3,Shown Interest,Telugu,4.0,yet to convert
USR1112,20,FEMALE,Visakhapatnam,B.Tech,Business,social_media,JNR1006MG,lead,1/17/2022,successful,demo_not_attended,SNR502MG,1/15/2022,3,Shown Interest,Telugu,4.0,yet to convert
USR1112,20,FEMALE,Visakhapatnam,B.Tech,Business,social_media,JNR1006MG,awareness,1/17/2022,successful,post_demo_followup,SNR502MG,1/15/2022,3,Shown Interest,Telugu,4.0,yet to convert
USR1112,20,FEMALE,Visakhapatnam,B.Tech,Business,social_media,JNR1006MG,consideration,1/17/2022,successful,interested_for_conversion,SNR502MG,1/15/2022,3,Shown Interest,Telugu,4.0,yet to convert
USR1112,20,FEMALE,Visakhapatnam,B.Tech,Business,social_media,JNR1006MG,consideration,1/17/2022,successful,followup_for_conversion,SNR502MG,1/15/2022,3,Shown Interest,Telugu,4.0,yet to convert
USR1112,20,FEMALE,Visakhapatnam,B.Tech,Business,social_media,JNR1006MG,conversion,1/17/2022,successful,successful_conversion,SNR502MG,1/15/2022,3,Shown Interest,Telugu,4.0,converted
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,lead,1/17/2022,unsuccessful,lead_introduction,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,lead,1/18/2022,successful,lead_introduction,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,lead,1/20/2022,unsuccessful,demo_schedule,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,lead,1/19/2022,successful,demo_schedule,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,lead,1/19/2022,successful,demo_not_attended,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,awareness,1/19/2022,successful,post_demo_followup,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,consideration,1/19/2022,successful,interested_for_conversion,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,consideration,1/19/2022,unsuccessful,followup_for_conversion,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,consideration,1/19/2022,successful,followup_for_conversion,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,yet to convert
USR1113,21,FEMALE,Visakhapatnam,Degree,Lawyer,SEO,JNR1006MG,conversion,1/19/2022,successful,successful_conversion,SNR502MG,1/15/2022,3,Shown Interest,Telugu,30.0,converted
USR1114,22,MALE,Mumbai,Looking for Job,IT Employee,SEO,JNR1006MG,lead,1/17/2022,successful,lead_introduction,SNR502MG,1/15/2022,3,Wants offline classes,not available,0.0,yet to convert
USR1114,22,MALE,Mumbai,Looking for Job,IT Employee,SEO,JNR1006MG,lead,1/18/2022,successful,demo_schedule,SNR502MG,1/15/2022,3,Wants offline classes,not available,0.0,yet to convert
USR1114,22,MALE,Mumbai,Looking for Job,IT Employee,SEO,JNR1006MG,lead,1/18/2022,successful,demo_not_attended,SNR502MG,1/15/2022,3,Wants offline classes,not available,0.0,yet to convert
USR1115,25,FEMALE,Chennai,10th Completed,Government Employee,SEO,JNR1006MG,lead,1/15/2022,unsuccessful,lead_introduction,SNR502MG,1/15/2022,3,Cannot afford,Telugu,35.0,yet to convert
USR1115,25,FEMALE,Chennai,10th Completed,Government Employee,SEO,JNR1006MG,lead,1/16/2022,successful,lead_introduction,SNR502MG,1/15/2022,3,Cannot afford,Telugu,35.0,yet to convert
USR1115,25,FEMALE,Chennai,10th Completed,Government Employee,SEO,JNR1006MG,lead,1/18/2022,successful,demo_schedule,SNR502MG,1/15/2022,3,Cannot afford,Telugu,35.0,yet to convert
USR1115,25,FEMALE,Chennai,10th Completed,Government Employee,SEO,JNR1006MG,lead,1/18/2022,successful,demo_not_attended,SNR502MG,1/15/2022,3,Cannot afford,Telugu,35.0,yet to convert
USR1115,25,FEMALE,Chennai,10th Completed,Government Employee,SEO,JNR1006MG,awareness,1/18/2022,successful,post_demo_followup,SNR502MG,1/15/2022,3,Cannot afford,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,lead,2/19/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,lead,2/21/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,lead,2/23/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,lead,2/23/2022,unsuccessful,demo_not_attended,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,awareness,2/23/2022,successful,post_demo_followup,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,consideration,2/23/2022,successful,interested_for_conversion,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,consideration,2/23/2022,unsuccessful,followup_for_conversion,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1117,24,MALE,Mumbai,Looking for Job,Lawyer,social_media,JNR1006MG,consideration,2/23/2022,successful,followup_for_conversion,SNR502MG,2/19/2022,4,No time for student,Telugu,35.0,yet to convert
USR1118,21,MALE,Mumbai,Degree,IT Employee,email_marketing,JNR1006MG,lead,2/19/2022,unsuccessful,lead_introduction,SNR502MG,2/19/2022,4,Wants offline classes,Telugu,8.0,yet to convert
USR1118,21,MALE,Mumbai,Degree,IT Employee,email_marketing,JNR1006MG,lead,2/19/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,Wants offline classes,Telugu,8.0,yet to convert
USR1118,21,MALE,Mumbai,Degree,IT Employee,email_marketing,JNR1006MG,lead,2/20/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,Wants offline classes,Telugu,8.0,yet to convert
USR1118,21,MALE,Mumbai,Degree,IT Employee,email_marketing,JNR1006MG,lead,2/22/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,Wants offline classes,Telugu,8.0,yet to convert
USR1118,21,MALE,Mumbai,Degree,IT Employee,email_marketing,JNR1006MG,awareness,2/22/2022,successful,post_demo_followup,SNR502MG,2/19/2022,4,Wants offline classes,Telugu,8.0,yet to convert
USR1119,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,JNR1006MG,lead,2/19/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,Cannot afford,not available,0.0,yet to convert
USR1119,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,JNR1006MG,lead,2/20/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,Cannot afford,not available,0.0,yet to convert
USR1119,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,JNR1006MG,lead,2/20/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,Cannot afford,not available,0.0,yet to convert
USR1120,25,MALE,Kochi,10th Completed,Doctor,email_marketing,JNR1006MG,lead,2/19/2022,unsuccessful,lead_introduction,SNR502MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1120,25,MALE,Kochi,10th Completed,Doctor,email_marketing,JNR1006MG,lead,2/20/2022,successful,lead_introduction,SNR502MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1120,25,MALE,Kochi,10th Completed,Doctor,email_marketing,JNR1006MG,lead,2/22/2022,successful,demo_schedule,SNR502MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1120,25,MALE,Kochi,10th Completed,Doctor,email_marketing,JNR1006MG,lead,2/22/2022,successful,demo_not_attended,SNR502MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1121,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,email_marketing,JNR1007MG,lead,1/1/2022,successful,lead_introduction,SNR502MG,1/1/2022,1,No time for student,not available,0.0,yet to convert
USR1121,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,email_marketing,JNR1007MG,lead,1/1/2022,successful,demo_schedule,SNR502MG,1/1/2022,1,No time for student,not available,0.0,yet to convert
USR1121,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,email_marketing,JNR1007MG,lead,1/1/2022,successful,demo_not_attended,SNR502MG,1/1/2022,1,No time for student,not available,0.0,yet to convert
USR1121,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,email_marketing,JNR1007MG,lead,1/1/2022,unsuccessful,demo_not_attended,SNR502MG,1/1/2022,1,No time for student,not available,0.0,yet to convert
USR1122,24,FEMALE,Hyderabad,Looking for Job,Business,email_marketing,JNR1007MG,lead,1/1/2022,successful,lead_introduction,SNR502MG,1/1/2022,1,No time for student,Telugu,11.0,yet to convert
